city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
13,0.8270000219345093,Male,No,Not,Bachelors,STEM,12,50-99,Private,1,51.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,10,10000+,Private,1,156.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,3,<10,Private,3,55.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,12,500-999,Private,1,165.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,6,10000+,Private,>4,45.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,STEM,13,100-500,Private,1,23.0
19,0.6819999814033508,Female,Yes,Not,Bachelors,STEM,7,<10,FundedStartup,4,18.0
103,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,10,100-500,Private,2,69.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,11,10000+,Private,1,24.0
21,0.6240000128746033,Male,No,FullTime,Masters,STEM,3,50-99,Private,1,55.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,1,30.0
45,0.8899999856948853,Male,Yes,Not,Bachelors,STEM,13,<10,Private,>4,19.0
103,0.9200000166893005,Male,No,Not,Masters,STEM,>20,10000+,Private,>4,91.0
16,0.9100000262260437,Male,No,Not,Bachelors,STEM,>20,10000+,Private,never,18.0
103,0.9200000166893005,Male,Yes,Not,Masters,Humanities,<1,50-99,FundedStartup,1,34.0
103,0.9200000166893005,Male,No,FullTime,Masters,STEM,7,50-99,Private,3,168.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,10,50-99,FundedStartup,1,51.0
90,0.6980000138282776,Male,Yes,PartTime,Bachelors,STEM,7,10-49,UnfundedStartup,1,139.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,7,5000-9999,Private,>4,139.0
173,0.878000020980835,Male,Yes,PartTime,HighSchool,None,15,100-500,Private,3,15.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,3,10000+,Private,never,11.0
23,0.8989999890327454,Male,No,Not,Bachelors,STEM,2,10000+,Private,1,23.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,8,10000+,Private,1,30.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,<1,500-999,Private,1,27.0
11,0.550000011920929,Male,No,FullTime,Masters,STEM,2,<10,NGO,1,14.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,None,>20,50-99,Private,2,51.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,2,10-49,Private,1,69.0
114,0.9259999990463257,Male,No,Not,HighSchool,None,5,10000+,Private,>4,148.0
67,0.8550000190734863,Male,Yes,Not,Masters,STEM,18,100-500,Private,1,284.0
74,0.5789999961853027,Male,Yes,Not,Bachelors,STEM,6,50-99,FundedStartup,1,112.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,<1,10-49,UnfundedStartup,1,324.0
19,0.6819999814033508,Male,No,PartTime,HighSchool,None,5,10-49,FundedStartup,1,4.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,>20,10000+,Public,3,200.0
136,0.8970000147819519,Male,Yes,Not,Phd,STEM,9,<10,Private,1,100.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,62.0
103,0.9200000166893005,Male,Yes,FullTime,Masters,STEM,8,1000-4999,Private,2,38.0
67,0.8550000190734863,Male,No,Not,HighSchool,None,5,50-99,Private,1,57.0
69,0.8560000061988831,Male,Yes,PartTime,Bachelors,STEM,13,1000-4999,Private,1,17.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,11,500-999,FundedStartup,2,147.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,2,19.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,3,10000+,Private,1,54.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,1,100-500,Private,never,27.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,18,50-99,Private,>4,26.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,18,100-500,Private,1,158.0
9,0.7429999709129333,Male,Yes,FullTime,Masters,STEM,1,50-99,Private,1,78.0
73,0.7540000081062317,Male,Yes,PartTime,Bachelors,STEM,3,10000+,Public,1,166.0
36,0.8930000066757202,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,1,172.0
75,0.9390000104904175,Male,No,Not,Bachelors,STEM,3,1000-4999,Private,2,56.0
21,0.6240000128746033,Female,Yes,Not,Bachelors,STEM,9,50-99,UnfundedStartup,1,66.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,3,10000+,Private,1,54.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,5,10-49,Private,4,81.0
103,0.9200000166893005,Male,No,Not,Phd,STEM,>20,100-500,Private,1,22.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,14,<10,Private,4,108.0
90,0.6980000138282776,Male,Yes,PartTime,Bachelors,STEM,13,50-99,Private,1,18.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,9,500-999,Private,2,13.0
105,0.7940000295639038,Male,Yes,Not,Masters,Humanities,>20,10000+,Private,>4,17.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Business,13,<10,Private,never,9.0
73,0.7540000081062317,Male,Yes,PartTime,Bachelors,STEM,8,<10,FundedStartup,1,27.0
114,0.9259999990463257,Male,No,FullTime,Bachelors,STEM,8,10000+,Private,never,64.0
114,0.9259999990463257,Male,No,Not,Bachelors,STEM,15,1000-4999,Private,>4,20.0
114,0.9259999990463257,Male,Yes,FullTime,Masters,STEM,4,50-99,Private,1,30.0
149,0.6890000104904175,Male,No,Not,Bachelors,STEM,5,<10,Private,never,34.0
102,0.8040000200271606,Female,No,Not,Masters,STEM,5,10000+,Public,1,82.0
123,0.7379999756813049,Female,Yes,Not,HighSchool,None,8,50-99,Private,never,28.0
114,0.9259999990463257,Male,No,FullTime,Bachelors,STEM,>20,1000-4999,Private,1,114.0
11,0.550000011920929,Male,Yes,Not,Bachelors,STEM,5,50-99,Private,1,6.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,11,50-99,Private,1,82.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,1,82.0
103,0.9200000166893005,Female,No,FullTime,HighSchool,None,16,10000+,Private,never,138.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,3,100-500,Private,3,18.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,>20,50-99,Private,>4,10.0
16,0.9100000262260437,Male,No,Not,HighSchool,None,2,10000+,Private,never,16.0
73,0.7540000081062317,Male,Yes,PartTime,Bachelors,STEM,10,100-500,Private,1,8.0
23,0.8989999890327454,Male,Yes,FullTime,Bachelors,STEM,9,50-99,FundedStartup,1,42.0
73,0.7540000081062317,Male,Yes,Not,Masters,STEM,8,100-500,Private,1,50.0
138,0.8360000252723694,Male,Yes,Not,PrimarySchool,None,>20,10000+,Private,1,89.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,7,100-500,Private,2,12.0
128,0.5270000100135803,Male,No,FullTime,HighSchool,None,7,50-99,Private,1,44.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,5,50-99,Private,1,156.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,Humanities,4,100-500,Private,2,6.0
83,0.9229999780654907,Male,Yes,Not,Masters,STEM,10,50-99,Private,1,34.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,5,100-500,Private,1,55.0
102,0.8040000200271606,Male,Yes,Not,Masters,STEM,18,500-999,Private,2,88.0
141,0.7630000114440918,Male,Yes,Not,Masters,STEM,11,<10,Private,>4,55.0
114,0.9259999990463257,Male,Yes,PartTime,Masters,STEM,7,<10,Public,1,27.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,1,50-99,Private,1,50.0
16,0.9100000262260437,Male,No,Not,Masters,STEM,>20,10000+,Private,2,15.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,5000-9999,Private,1,29.0
21,0.6240000128746033,Male,No,FullTime,HighSchool,None,<1,100-500,Private,never,32.0
97,0.925000011920929,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,20.0
21,0.6240000128746033,Male,No,Not,Masters,STEM,2,50-99,Private,1,22.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,500-999,Private,>4,46.0
30,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,12,100-500,Private,3,72.0
116,0.7429999709129333,Male,Yes,Not,Bachelors,Other,4,100-500,Private,3,113.0
162,0.7670000195503235,Male,Yes,Not,HighSchool,None,10,<10,UnfundedStartup,1,98.0
109,0.7009999752044678,Male,Yes,FullTime,Bachelors,STEM,10,100-500,Private,1,16.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,5,500-999,FundedStartup,2,27.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,33.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,6,50-99,Public,1,18.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,17,50-99,Private,2,62.0
99,0.9150000214576721,Male,Yes,Not,Masters,STEM,>20,<10,Private,3,90.0
67,0.8550000190734863,Female,Yes,FullTime,Bachelors,STEM,5,50-99,Private,1,90.0
75,0.9390000104904175,Female,Yes,Not,Bachelors,STEM,9,100-500,Private,2,40.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,5,10000+,Private,1,20.0
36,0.8930000066757202,Male,Yes,Not,Masters,STEM,16,50-99,Private,>4,17.0
41,0.8270000219345093,Male,Yes,PartTime,Masters,STEM,>20,1000-4999,Public,>4,46.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,13,<10,UnfundedStartup,2,55.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,5,100-500,FundedStartup,1,53.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,2,10000+,Private,1,36.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Business,11,<10,Private,>4,11.0
101,0.5580000281333923,Male,No,FullTime,Bachelors,STEM,9,50-99,Private,1,124.0
57,0.8659999966621399,Male,No,Not,Bachelors,STEM,11,100-500,Private,>4,45.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,>4,114.0
104,0.9240000247955322,Male,No,FullTime,HighSchool,None,10,50-99,Private,2,84.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,>20,<10,UnfundedStartup,1,74.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,10000+,Private,>4,28.0
67,0.8550000190734863,Male,No,PartTime,Bachelors,STEM,5,5000-9999,Private,1,39.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,16,10000+,Private,4,10.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,4,500-999,NGO,never,31.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,13,50-99,Private,1,42.0
89,0.925000011920929,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,1,4.0
72,0.7950000166893005,Male,Yes,Not,Bachelors,STEM,6,1000-4999,NGO,1,113.0
100,0.8870000243186951,Male,Yes,PartTime,Bachelors,STEM,15,100-500,Private,1,164.0
175,0.7760000228881836,Male,No,Not,Phd,STEM,>20,50-99,Private,never,114.0
103,0.9200000166893005,Male,Yes,Not,Phd,STEM,>20,1000-4999,Public,>4,62.0
50,0.8960000276565552,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,never,13.0
40,0.7760000228881836,Male,Yes,Not,Masters,STEM,15,50-99,Private,>4,78.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,>20,100-500,Private,>4,62.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,5,100-500,Private,1,80.0
97,0.925000011920929,Male,Yes,Not,Masters,STEM,16,1000-4999,Private,2,8.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,6,10000+,Private,>4,80.0
26,0.6980000138282776,Male,Yes,PartTime,Bachelors,STEM,11,50-99,Private,never,152.0
65,0.8019999861717224,Male,No,FullTime,Bachelors,STEM,2,50-99,Private,never,43.0
21,0.6240000128746033,Male,Yes,PartTime,Masters,STEM,12,100-500,Public,1,105.0
149,0.6890000104904175,Male,Yes,PartTime,Bachelors,STEM,6,10-49,Private,3,210.0
50,0.8960000276565552,Male,Yes,Not,Bachelors,STEM,12,50-99,Private,2,15.0
136,0.8970000147819519,Male,No,Not,Masters,STEM,7,100-500,Private,1,15.0
16,0.9100000262260437,Male,Yes,FullTime,Masters,STEM,10,10000+,Private,2,24.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,6,50-99,UnfundedStartup,2,310.0
114,0.9259999990463257,Male,Yes,Not,HighSchool,None,20,1000-4999,Private,>4,80.0
145,0.5550000071525574,Male,No,FullTime,Bachelors,STEM,4,10-49,Private,never,24.0
45,0.8899999856948853,Male,No,FullTime,HighSchool,None,4,50-99,Private,1,68.0
59,0.7749999761581421,Male,No,FullTime,Bachelors,STEM,3,50-99,Private,never,164.0
19,0.6819999814033508,Male,Yes,FullTime,Bachelors,STEM,3,10-49,Private,1,24.0
83,0.9229999780654907,Female,Yes,Not,Masters,STEM,12,50-99,Private,1,81.0
50,0.8960000276565552,Male,Yes,Not,Bachelors,STEM,12,1000-4999,NGO,>4,36.0
16,0.9100000262260437,Other,No,FullTime,Bachelors,Humanities,8,50-99,Private,1,48.0
152,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,13,10-49,UnfundedStartup,1,28.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,5,10-49,Public,1,41.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,STEM,9,50-99,Private,3,83.0
160,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,15,50-99,Private,1,119.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,130.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,37.0
102,0.8040000200271606,Male,Yes,Not,Bachelors,STEM,10,1000-4999,Private,4,52.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,10,10000+,Private,3,56.0
175,0.7760000228881836,Female,No,FullTime,Bachelors,STEM,4,5000-9999,Private,1,111.0
89,0.925000011920929,Male,Yes,Not,Bachelors,STEM,9,100-500,Private,>4,24.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,18,10000+,Private,>4,56.0
145,0.5550000071525574,Male,No,FullTime,HighSchool,None,3,50-99,Private,never,46.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,6,50-99,Public,2,47.0
73,0.7540000081062317,Male,Yes,PartTime,HighSchool,None,<1,<10,UnfundedStartup,1,58.0
74,0.5789999961853027,Male,Yes,Not,Bachelors,STEM,10,50-99,Private,1,78.0
13,0.8270000219345093,Male,Yes,Not,Bachelors,STEM,14,10-49,NGO,2,82.0
103,0.9200000166893005,Female,Yes,Not,Masters,STEM,18,10000+,Private,4,3.0
165,0.902999997138977,Female,No,PartTime,Masters,STEM,7,100-500,Public,1,6.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,19,100-500,Private,1,17.0
16,0.9100000262260437,Male,No,Not,Bachelors,STEM,2,50-99,Private,1,43.0
103,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,5,1000-4999,NGO,1,54.0
159,0.8429999947547913,Male,Yes,PartTime,Bachelors,STEM,11,<10,UnfundedStartup,2,75.0
73,0.7540000081062317,Male,Yes,Not,Bachelors,STEM,4,1000-4999,Private,2,51.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,100-500,Private,3,56.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,5,50-99,Private,4,116.0
21,0.6240000128746033,Female,Yes,Not,Bachelors,STEM,4,1000-4999,Private,2,158.0
104,0.9240000247955322,Male,Yes,Not,Masters,STEM,>20,100-500,Private,>4,80.0
160,0.9200000166893005,Female,Yes,Not,Masters,STEM,9,10-49,UnfundedStartup,1,16.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,2,26.0
104,0.9240000247955322,Female,Yes,Not,Bachelors,Humanities,11,1000-4999,Private,4,26.0
173,0.878000020980835,Male,Yes,Not,Masters,STEM,>20,1000-4999,Private,>4,148.0
114,0.9259999990463257,Male,No,FullTime,Masters,STEM,7,<10,Public,2,76.0
103,0.9200000166893005,Other,No,Not,PrimarySchool,None,3,50-99,Private,never,136.0
105,0.7940000295639038,Female,Yes,FullTime,Bachelors,STEM,10,50-99,Private,>4,36.0
80,0.847000002861023,Other,No,Not,Bachelors,STEM,<1,<10,Private,1,40.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,15,500-999,Private,>4,116.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,17,50-99,Private,2,123.0
16,0.9100000262260437,Male,No,Not,Bachelors,None,>20,<10,Private,>4,48.0
75,0.9390000104904175,Other,Yes,Not,Bachelors,STEM,>20,<10,Public,>4,13.0
74,0.5789999961853027,Male,No,Not,Bachelors,STEM,6,<10,FundedStartup,never,8.0
126,0.4790000021457672,Male,No,Not,HighSchool,None,<1,500-999,Private,never,50.0
150,0.6980000138282776,Male,Yes,PartTime,Bachelors,STEM,12,10000+,Private,>4,27.0
102,0.8040000200271606,Male,No,FullTime,HighSchool,None,8,50-99,Private,4,23.0
28,0.9390000104904175,Male,Yes,PartTime,Bachelors,STEM,12,100-500,Private,1,26.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,12,10-49,Private,1,306.0
21,0.6240000128746033,Female,No,FullTime,HighSchool,None,7,10000+,Private,1,26.0
162,0.7670000195503235,Male,Yes,FullTime,Masters,STEM,15,100-500,Private,>4,59.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,2,50-99,Private,never,314.0
116,0.7429999709129333,Male,Yes,Not,Masters,STEM,9,500-999,Private,3,24.0
103,0.9200000166893005,Male,No,Not,Bachelors,Humanities,6,50-99,Private,1,85.0
103,0.9200000166893005,Male,Yes,Not,Phd,STEM,>20,10000+,Private,>4,63.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,<1,<10,Private,1,111.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,1000-4999,Other,1,22.0
73,0.7540000081062317,Male,No,PartTime,HighSchool,None,5,50-99,Private,1,42.0
146,0.7350000143051147,Male,No,Not,Bachelors,STEM,4,<10,UnfundedStartup,never,28.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,3,10-49,Private,never,18.0
173,0.878000020980835,Male,Yes,FullTime,Bachelors,STEM,9,10-49,Private,1,26.0
28,0.9390000104904175,Male,Yes,PartTime,Bachelors,STEM,5,50-99,Private,1,192.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,1,21.0
101,0.5580000281333923,Male,Yes,FullTime,Bachelors,STEM,5,10-49,UnfundedStartup,1,74.0
103,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,4,1000-4999,Private,1,13.0
102,0.8040000200271606,Male,No,Not,PrimarySchool,None,6,10000+,Private,never,9.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,>20,10000+,Private,>4,63.0
114,0.9259999990463257,Male,Yes,Not,HighSchool,None,12,100-500,UnfundedStartup,1,118.0
19,0.6819999814033508,Male,Yes,Not,Bachelors,STEM,18,5000-9999,Private,>4,9.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,14,100-500,FundedStartup,1,106.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,2,18.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,2,10000+,Private,never,23.0
91,0.6909999847412109,Male,Yes,Not,Bachelors,STEM,7,100-500,Private,1,6.0
162,0.7670000195503235,Male,Yes,PartTime,Bachelors,STEM,3,50-99,Private,3,74.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,4,100-500,Private,1,3.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,1000-4999,NGO,>4,118.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,6,100-500,Public,1,160.0
160,0.9200000166893005,Male,Yes,FullTime,HighSchool,None,4,10-49,Private,1,214.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,1000-4999,NGO,2,50.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,3,50-99,Private,1,33.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,1,10000+,Private,never,131.0
114,0.9259999990463257,Male,Yes,FullTime,Bachelors,STEM,8,10000+,Private,1,20.0
21,0.6240000128746033,Male,Yes,Not,Masters,Other,>20,100-500,Private,4,11.0
11,0.550000011920929,Male,Yes,Not,HighSchool,None,6,50-99,Private,never,41.0
11,0.550000011920929,Male,Yes,Not,Bachelors,STEM,10,50-99,Private,1,284.0
149,0.6890000104904175,Male,No,Not,Bachelors,STEM,4,50-99,Private,1,54.0
50,0.8960000276565552,Male,Yes,PartTime,Bachelors,STEM,7,5000-9999,Private,1,46.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,2,10000+,Private,1,158.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,5000-9999,Private,4,14.0
103,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,9,100-500,NGO,1,49.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,18,100-500,Private,>4,130.0
39,0.8980000019073486,Male,No,Not,HighSchool,None,4,1000-4999,Private,2,48.0
114,0.9259999990463257,Male,No,PartTime,HighSchool,None,10,10000+,Private,2,42.0
158,0.765999972820282,Male,Yes,Not,Bachelors,STEM,9,100-500,Private,never,106.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,7,10-49,Private,1,54.0
97,0.925000011920929,Male,Yes,Not,Bachelors,STEM,12,100-500,Private,>4,84.0
145,0.5550000071525574,Male,No,Not,Masters,Other,>20,100-500,Private,>4,158.0
136,0.8970000147819519,Male,No,FullTime,Bachelors,STEM,3,100-500,Private,never,32.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,16,1000-4999,Private,4,15.0
16,0.9100000262260437,Male,No,Not,Bachelors,STEM,5,500-999,Private,1,58.0
103,0.9200000166893005,Male,No,Not,PrimarySchool,None,4,<10,NGO,1,108.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,5,50-99,Private,1,178.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,10,10-49,Private,4,158.0
50,0.8960000276565552,Male,Yes,Not,Masters,STEM,>20,1000-4999,Public,1,308.0
61,0.9129999876022339,Male,Yes,Not,HighSchool,None,19,1000-4999,Private,2,19.0
75,0.9390000104904175,Male,Yes,Not,HighSchool,None,10,1000-4999,Private,1,218.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,5,100-500,Private,1,34.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,100-500,Private,3,18.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,1,50-99,Private,1,126.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,>20,500-999,Private,>4,23.0
136,0.8970000147819519,Male,No,FullTime,Masters,STEM,10,<10,FundedStartup,1,80.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,3,50-99,UnfundedStartup,1,57.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,>20,<10,FundedStartup,1,21.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,100-500,Private,2,50.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,10,10000+,Private,1,25.0
100,0.8870000243186951,Male,No,FullTime,Bachelors,STEM,7,50-99,Private,>4,156.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,50-99,Private,1,28.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Business,5,<10,Private,1,26.0
40,0.7760000228881836,Male,Yes,Not,Bachelors,STEM,5,50-99,Private,1,98.0
103,0.9200000166893005,Female,Yes,Not,Masters,Arts,15,5000-9999,Public,1,34.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,None,5,100-500,Private,1,112.0
74,0.5789999961853027,Male,Yes,Not,Bachelors,STEM,5,10-49,Private,3,39.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,>20,1000-4999,Private,1,143.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,10,50-99,FundedStartup,1,48.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,5,50-99,Private,1,106.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,2,50-99,NGO,1,50.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,2,10-49,Private,1,39.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,Other,<1,10000+,Private,1,66.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,6,5000-9999,Private,2,30.0
116,0.7429999709129333,Male,Yes,Not,Masters,STEM,14,100-500,Private,1,120.0
27,0.8479999899864197,Male,Yes,FullTime,HighSchool,None,2,100-500,Private,1,91.0
28,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,15,5000-9999,Public,>4,105.0
160,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,9,10-49,Private,4,39.0
141,0.7630000114440918,Male,Yes,Not,Masters,STEM,5,<10,Private,1,68.0
98,0.9490000009536743,Male,Yes,Not,Bachelors,STEM,>20,5000-9999,Public,never,134.0
103,0.9200000166893005,Other,No,Not,HighSchool,None,4,50-99,Private,never,72.0
160,0.9200000166893005,Male,Yes,Not,Masters,STEM,8,50-99,Private,1,204.0
21,0.6240000128746033,Male,No,FullTime,HighSchool,None,4,50-99,Private,never,34.0
103,0.9200000166893005,Male,Yes,Not,HighSchool,None,19,10000+,Private,3,14.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,5,5000-9999,Private,1,44.0
94,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,20,50-99,Private,never,41.0
114,0.9259999990463257,Male,No,Not,Phd,Business,4,50-99,Private,4,26.0
101,0.5580000281333923,Male,No,FullTime,Bachelors,STEM,6,10-49,Private,1,100.0
100,0.8870000243186951,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,2,98.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,6,<10,Private,>4,96.0
16,0.9100000262260437,Female,No,Not,Bachelors,Business,<1,1000-4999,Private,1,18.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,3,500-999,Private,1,34.0
33,0.4480000138282776,Male,Yes,Not,Bachelors,STEM,8,10-49,Private,2,14.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,10-49,UnfundedStartup,2,90.0
67,0.8550000190734863,Male,Yes,FullTime,Bachelors,STEM,8,100-500,Private,1,57.0
142,0.7269999980926514,Male,Yes,Not,Masters,STEM,12,1000-4999,Private,>4,17.0
105,0.7940000295639038,Male,Yes,Not,Masters,STEM,16,100-500,Private,>4,44.0
90,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,14,<10,Private,1,180.0
114,0.9259999990463257,Male,No,PartTime,Bachelors,STEM,13,500-999,Private,>4,36.0
114,0.9259999990463257,Male,No,FullTime,HighSchool,None,5,<10,Public,never,109.0
114,0.9259999990463257,Male,No,FullTime,Masters,STEM,6,10000+,Private,1,16.0
16,0.9100000262260437,Female,No,FullTime,HighSchool,None,3,10000+,Private,1,34.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,12,100-500,Private,2,75.0
